targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Alliance	Alliance		英国	8	潜艇	VII Chumphon Добавлено снаряжение «Ремонтная команда». По характеристикам оно аналогично «хилке» крейсера VIII Harbin 	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	V Muavenet Время перезарядки ТА	75	70 с	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	Характеристики торпед повышены до аналогичных торпедам эсминца VI Stord 	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	Заметность с кораблей	6,6	6,4 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	VI Stord Заметность с кораблей	7,0	6,7 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	VII Asturias Интервал между залпами ГК	2	1,6 с	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	VIII Catalu&ntilde;a Интервал между залпами ГК	1,8	1,5 с	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	IX Andaluc&iacute;a и IX Andaluc&iacute;a CLR Интервал между залпами ГК	1,6	1,4 с	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	IX Delaware и X Louisiana Параметр сигма орудий ГК	1,9	2	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	VII Luca Tarigo , VIII Vittorio Cuniberti , IX Adriatico и X Attilio Regolo Время перезарядки «Боевого форсажа» уменьшено со 160 до 100 с	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	VII Luca Tarigo и VIII Vittorio Cuniberti Время работы «Дымогенератора полного хода»	25	30	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	Количество зарядов «Дымогенератора полного хода»	3	4	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	IX Adriatico Заметность с кораблей	8,5	8,4 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	Время перезарядки орудий ГК	5,4	5 с	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Красный Крым	Красный Крым		苏联	5	巡洋舰	Количество бомб в заряде	2	4	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Emerald	Emerald		英国	5	巡洋舰	Количество бомб в заряде	2	6	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Керчь	Керчь		苏联	6	巡洋舰	Количество бомб в заряде	4	6	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Dido	Dido		英国	6	巡洋舰	Количество зарядов глубинных бомб	2	3	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Dido	Dido		英国	6	巡洋舰	Время перезарядки глубинных бомб	40	120 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Dido	Dido		英国	6	巡洋舰	Количество бомб в заряде	5	6	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Leander	Leander		英国	6	巡洋舰	Количество бомб в заряде	2	8	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Huanghe	Huanghe		泛亚	6	巡洋舰	Количество бомб в заряде	3	6	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Fiji	Fiji		英国	7	巡洋舰	Количество бомб в заряде	3	10	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
M&uuml;nchen	M&uuml;nchen		德国	7	巡洋舰	Количество бомб в заряде	4	8	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Чапаев	Чапаев		苏联	8	巡洋舰	Количество бомб в заряде	6	8	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Mainz	Mainz		德国	8	巡洋舰	Количество бомб в заряде	6	12	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Belfast '43	Belfast '43		英国	8	巡洋舰	Количество бомб в заряде	3	8	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Neptune	Neptune		英国	9	巡洋舰	Количество бомб в заряде	4	12	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Edgar	Edgar		英国	11	巡洋舰	Количество бомб в заряде	3	12	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Lynch	Lynch		美国	10	驱逐舰	Количество бомб в заряде	6	10	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Otto Weddigen	Otto Weddigen		德国	11	驱逐舰	Количество бомб в заряде	6	18	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Vampire II	Vampire II		英联邦	10	驱逐舰	Количество бомб в заряде	5	10	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Haarlem	Haarlem		荷兰	8	巡洋舰	Количество бомб в заряде	8	12	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Rahmat	Rahmat		泛亚	6	巡洋舰	Количество зарядов глубинных бомб	2	3	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Rahmat	Rahmat		泛亚	6	巡洋舰	Время перезарядки глубинных бомб	40	120 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Marco Aurelio	Marco Aurelio		意大利	8	巡洋舰	Количество зарядов глубинных бомб	2	3	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Количество зарядов глубинных бомб	3	2	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Время перезарядки глубинных бомб	40	90	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки орудий ГК	5	4	25.11	官方公告：https://blog.korabli.su/blog/650	buff	test		Korabli #650
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки ТА уменьшено со 131 до 111 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/650	adjustment	test		Korabli #650
Constitution	Constitution		美国	8	巡洋舰	Время перезарядки орудий ГК	20	22 с	25.11	官方公告：https://blog.korabli.su/blog/650	nerf	test		Korabli #650
Constitution	Constitution		美国	8	巡洋舰	Дальность хода торпед	6,7	8,5 км	25.11	官方公告：https://blog.korabli.su/blog/650	buff	test		Korabli #650
Constitution	Constitution		美国	8	巡洋舰	Увеличены углы пуска торпед: На 10 градусов в направлении носа	—	—	25.11	官方公告：https://blog.korabli.su/blog/650	adjustment	test		Korabli #650
Essex	Essex		美国	10		Максимальный урон торпед	7095	5844 ед	25.11	官方公告：https://blog.korabli.su/blog/650	nerf	test		Korabli #650
Essex	Essex		美国	10		Время перезарядки разведчиков уменьшено со 180 до 120 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/650	adjustment	test		Korabli #650
Yorktown	Yorktown		美国	8		Максимальный урон торпед	6369	4458 ед	25.11	官方公告：https://blog.korabli.su/blog/650	nerf	test		Korabli #650
Yorktown	Yorktown		美国	8		Время перезарядки разведчиков уменьшено со 180 до 120 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/650	adjustment	test		Korabli #650
Independence	Independence		美国	6		Изменены параметры торпедоносцев: Максимальный урон торпед	4653	3300	25.11	官方公告：https://blog.korabli.su/blog/650	nerf	test		Korabli #650
Independence	Independence		美国	6		Боеспособность самолётов	1710	1510 ед	25.11	官方公告：https://blog.korabli.su/blog/650	nerf	test		Korabli #650
Independence	Independence		美国	6		Уменьшено количество самолётов: В эскадрилье: с 8 до 6	—	—	25.11	官方公告：https://blog.korabli.su/blog/650	adjustment	test		Korabli #650
Independence	Independence		美国	6		Время перезарядки разведчиков уменьшено со 180 до 120 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/650	adjustment	test		Korabli #650
Defence	Defence		英国	10	巡洋舰	«Ремонтная команда» заменена на «Ремонтный дивизион», аналогичный по характеристикам дивизиону Goliath	—	—	25.10	官方公告：https://blog.korabli.su/blog/648	adjustment	test		Korabli #648
William R. Rush	William R. Rush		美国	10	驱逐舰	Время перезарядки торпед	86	55 с	25.10	官方公告：https://blog.korabli.su/blog/648	buff	test		Korabli #648
William R. Rush	William R. Rush		美国	10	驱逐舰	Урон торпед	16533	21384	25.10	官方公告：https://blog.korabli.su/blog/648	buff	test		Korabli #648
William R. Rush	William R. Rush		美国	10	驱逐舰	Скорость хода торпед	66	43 узлов	25.10	官方公告：https://blog.korabli.su/blog/648	nerf	test		Korabli #648
William R. Rush	William R. Rush		美国	10	驱逐舰	Заметность торпед	1,4	0,9 км	25.10	官方公告：https://blog.korabli.su/blog/648	buff	test		Korabli #648
William R. Rush	William R. Rush		美国	10	驱逐舰	Шанс вызвать затопление	301	394%	25.10	官方公告：https://blog.korabli.su/blog/648	buff	test		Korabli #648
Constitution	Constitution		美国	8	巡洋舰	Время перезарядки «Ремонтной команды»	80	40 с	25.10	官方公告：https://blog.korabli.su/blog/648	buff	test		Korabli #648
President	President		美国	10	战列舰	Заметность с кораблей	15,8	14,8 км	25.10	官方公告：https://blog.korabli.su/blog/648	buff	test		Korabli #648
